SalesID,Date,Store,Region,Product,Category,QuantitySold,UnitPrice,PaymentMethod,OrderType,UnitMakingCost
S000087,2024-02-09,DC Burgers East Delight,Prime,Smoky BBQ Beast,Burger,3,4.94000005722046,Digital Wallet,Dine In,3.5
S000088,2024-06-07,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,2,14.9099998474121,Credit Card,Dine In,2
S000089,2024-07-15,DC Burgers North Hub,Delight,Cheesy Loaded Nachos,Side,7,10.0699996948242,Digital Wallet,Dine In,2.5
S000090,2024-01-12,DC Burgers North Hub,Hub,Smoky BBQ Beast,Burger,4,13.3900003433228,Digital Wallet,Home Delivery,3.5
S000091,2024-05-29,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,1,7.42999982833862,Credit Card,Dine In,2
S000092,2024-01-13,DC Burgers South Hub,Grill,Ultimate Double Trouble,Burger,4,11.4300003051758,Cash,Home Delivery,4
S000093,2024-03-18,DC Burgers South Hub,Hub,Cheesy Loaded Nachos,Side,1,11.1199998855591,Digital Wallet,Dine In,2.5
S000094,2024-07-05,DC Burgers East Delight,Prime,Spicy Chicken Inferno,Side,7,12.710000038147,Credit Card,Home Delivery,3
S000095,2024-07-30,DC Burgers West Prime,Hub,Cheesy Loaded Nachos,Side,1,3.17000007629395,Cash,Home Delivery,2.5
S000096,2024-06-07,DC Burgers South Hub,Delight,Zesty Lemonade,Beverage,1,3.97000002861023,Mobile Payment,Dine In,1
S000097,2024-11-26,DC Burgers West Prime,Grill,Classic Cola Fizz,Beverage,9,6.1100001335144,Digital Wallet,Dine In,0.699999988079071
S000098,2024-11-29,DC Burgers Central Grill,Hub,Cheesy Loaded Nachos,Side,4,6.71000003814697,Digital Wallet,Home Delivery,2.5
S000099,2024-05-09,DC Burgers East Delight,Prime,Crispy Golden Fries,Side,2,4.69000005722046,Credit Card,Dine In,1
S000100,2024-04-30,DC Burgers West Prime,Hub,Spicy Chicken Inferno,Side,2,7.71000003814697,Digital Wallet,Dine In,3
S000101,2024-07-30,DC Burgers North Hub,Hub,Classic Cola Fizz,Beverage,4,4.67000007629395,Cash,Home Delivery,0.699999988079071
S000102,2024-02-04,DC Burgers South Hub,Grill,Choco-Mint Milkshake,Beverage,9,14.7299995422363,Mobile Payment,Home Delivery,1.5
S000103,2024-11-04,DC Burgers Central Grill,Hub,Ultimate Double Trouble,Burger,8,9.06999969482422,Cash,Dine In,4
S000104,2024-06-03,DC Burgers West Prime,Prime,Crispy Golden Fries,Side,7,12.7600002288818,Mobile Payment,Home Delivery,1
S000105,2024-12-08,DC Burgers North Hub,Hub,Cheesy Loaded Nachos,Side,1,13.1199998855591,Credit Card,Home Delivery,2.5
S000106,2024-10-29,DC Burgers South Hub,Delight,Ocean Fresh Fishwich,Burger,5,9.27999973297119,Cash,Dine In,2.79999995231628
S000107,2024-08-22,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,4,4.78999996185303,Digital Wallet,Dine In,2
S000108,2024-09-22,DC Burgers East Delight,Prime,Cheesy Loaded Nachos,Side,10,5.44000005722046,Mobile Payment,Dine In,2.5
S000109,2024-02-18,DC Burgers East Delight,Prime,Cheesy Loaded Nachos,Side,8,14.6000003814697,Credit Card,Home Delivery,2.5
S000110,2024-08-21,DC Burgers West Prime,Delight,Spicy Chicken Inferno,Side,8,13.4300003051758,Cash,Home Delivery,3
S000111,2024-11-14,DC Burgers Central Grill,Delight,Cheesy Loaded Nachos,Side,8,6.6399998664856,Cash,Dine In,2.5
S000112,2024-03-23,DC Burgers West Prime,Grill,Spicy Chicken Inferno,Side,3,4.44000005722046,Cash,Home Delivery,3
S000113,2024-08-28,DC Burgers South Hub,Grill,Ocean Fresh Fishwich,Burger,10,11.710000038147,Cash,Home Delivery,2.79999995231628
S000114,2024-03-02,DC Burgers North Hub,Delight,Ocean Fresh Fishwich,Burger,5,3.05999994277954,Credit Card,Dine In,2.79999995231628
S000115,2024-10-13,DC Burgers Central Grill,Hub,Veggie Lover's Delight,Burger,7,11.3699998855591,Mobile Payment,Dine In,2
S000116,2024-06-08,DC Burgers Central Grill,Prime,Smoky BBQ Beast,Burger,9,14.3900003433228,Credit Card,Dine In,3.5
S000117,2024-05-17,DC Burgers North Hub,Hub,Cheesy Loaded Nachos,Side,9,10.6499996185303,Cash,Home Delivery,2.5
S000118,2024-05-15,DC Burgers Central Grill,Hub,Veggie Lover's Delight,Burger,3,10.289999961853,Digital Wallet,Home Delivery,2
S000119,2024-11-30,DC Burgers West Prime,Grill,Crispy Golden Fries,Side,8,14.2299995422363,Digital Wallet,Home Delivery,1
S000120,2024-09-17,DC Burgers North Hub,Hub,Ultimate Double Trouble,Burger,6,12.8900003433228,Digital Wallet,Dine In,4
S000121,2024-07-29,DC Burgers South Hub,Grill,Ocean Fresh Fishwich,Burger,10,9.97999954223633,Digital Wallet,Home Delivery,2.79999995231628
S000122,2024-10-11,DC Burgers Central Grill,Prime,Veggie Lover's Delight,Burger,4,9.39000034332275,Digital Wallet,Dine In,2
S000123,2024-04-27,DC Burgers West Prime,Prime,Veggie Lover's Delight,Burger,9,13.3800001144409,Digital Wallet,Dine In,2
S000124,2024-05-29,DC Burgers South Hub,Prime,Crispy Golden Fries,Side,6,3.65000009536743,Digital Wallet,Dine In,1
S000125,2024-02-11,DC Burgers East Delight,Prime,Crispy Golden Fries,Side,7,13.0200004577637,Credit Card,Dine In,1
S000126,2024-11-27,DC Burgers West Prime,Hub,Classic Cola Fizz,Beverage,4,10.9700002670288,Cash,Dine In,0.699999988079071
S000127,2024-06-25,DC Burgers South Hub,Hub,Zesty Lemonade,Beverage,2,10.0500001907349,Digital Wallet,Dine In,1
S000128,2024-08-21,DC Burgers South Hub,Hub,Zesty Lemonade,Beverage,8,6.80999994277954,Mobile Payment,Dine In,1
S000129,2024-10-30,DC Burgers West Prime,Delight,Veggie Lover's Delight,Burger,10,5.51000022888184,Credit Card,Home Delivery,2
S000130,2024-03-06,DC Burgers Central Grill,Hub,Ultimate Double Trouble,Burger,7,7.44000005722046,Credit Card,Home Delivery,4
S000131,2024-03-11,DC Burgers North Hub,Delight,Cheesy Loaded Nachos,Side,7,6.71000003814697,Credit Card,Home Delivery,2.5
S000132,2024-07-16,DC Burgers North Hub,Delight,Spicy Chicken Inferno,Side,8,6.8899998664856,Credit Card,Dine In,3
S000133,2024-09-22,DC Burgers Central Grill,Hub,Choco-Mint Milkshake,Beverage,8,12.1499996185303,Digital Wallet,Home Delivery,1.5
S000134,2024-05-11,DC Burgers East Delight,Prime,Smoky BBQ Beast,Burger,9,11.1599998474121,Cash,Dine In,3.5
S000135,2024-12-20,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,1,5.3600001335144,Credit Card,Home Delivery,2.79999995231628
S000136,2024-10-08,DC Burgers West Prime,Prime,Choco-Mint Milkshake,Beverage,8,8.78999996185303,Credit Card,Home Delivery,1.5
S000137,2024-07-31,DC Burgers Central Grill,Hub,Ocean Fresh Fishwich,Burger,10,14.6199998855591,Mobile Payment,Home Delivery,2.79999995231628
S000138,2024-12-19,DC Burgers East Delight,Prime,Zesty Lemonade,Beverage,2,4.65000009536743,Mobile Payment,Dine In,1
S000139,2024-07-27,DC Burgers Central Grill,Hub,Choco-Mint Milkshake,Beverage,10,4.15000009536743,Mobile Payment,Dine In,1.5
S000140,2024-08-12,DC Burgers West Prime,Prime,Veggie Lover's Delight,Burger,3,4.23999977111816,Cash,Home Delivery,2
S000141,2024-02-04,DC Burgers West Prime,Hub,Choco-Mint Milkshake,Beverage,5,10.3999996185303,Digital Wallet,Dine In,1.5
S000142,2024-04-06,DC Burgers Central Grill,Hub,Classic Cola Fizz,Beverage,6,10.8500003814697,Cash,Dine In,0.699999988079071
S000143,2024-03-25,DC Burgers Central Grill,Delight,Choco-Mint Milkshake,Beverage,9,14.460000038147,Cash,Dine In,1.5
S000144,2024-07-10,DC Burgers West Prime,Hub,Veggie Lover's Delight,Burger,5,14.1099996566772,Mobile Payment,Dine In,2
S000145,2024-10-14,DC Burgers North Hub,Grill,Ocean Fresh Fishwich,Burger,3,6.96999979019165,Mobile Payment,Dine In,2.79999995231628
S000146,2024-01-23,DC Burgers South Hub,Hub,Smoky BBQ Beast,Burger,8,10.8500003814697,Digital Wallet,Dine In,3.5
S000147,2024-11-01,DC Burgers North Hub,Hub,Ultimate Double Trouble,Burger,2,12.6300001144409,Cash,Dine In,4
S000148,2024-04-04,DC Burgers East Delight,Prime,Cheesy Loaded Nachos,Side,3,11.6800003051758,Mobile Payment,Home Delivery,2.5
S000149,2024-10-11,DC Burgers East Delight,Prime,Zesty Lemonade,Beverage,3,11.6099996566772,Credit Card,Home Delivery,1
S000150,2024-12-12,DC Burgers North Hub,Delight,Choco-Mint Milkshake,Beverage,10,7.98000001907349,Mobile Payment,Home Delivery,1.5
S000151,2024-04-20,DC Burgers North Hub,Grill,Smoky BBQ Beast,Burger,8,7.6399998664856,Cash,Dine In,3.5
S000152,2024-07-19,DC Burgers South Hub,Hub,Spicy Chicken Inferno,Side,9,5.76999998092651,Cash,Home Delivery,3
S000153,2024-03-20,DC Burgers North Hub,Hub,Zesty Lemonade,Beverage,8,9.65999984741211,Digital Wallet,Home Delivery,1
S000154,2024-01-18,DC Burgers East Delight,Grill,Spicy Chicken Inferno,Side,3,8.15999984741211,Cash,Home Delivery,3
S000155,2024-10-18,DC Burgers North Hub,Grill,Smoky BBQ Beast,Burger,9,7.23999977111816,Digital Wallet,Home Delivery,3.5
S000156,2024-11-10,DC Burgers East Delight,Grill,Classic Cola Fizz,Beverage,1,14.8299999237061,Mobile Payment,Dine In,0.699999988079071
S000157,2024-05-12,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,9,13.7600002288818,Digital Wallet,Home Delivery,2.79999995231628
S000158,2024-06-22,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,9,8.85999965667725,Digital Wallet,Dine In,1.5
S000159,2024-06-15,DC Burgers East Delight,Prime,Crispy Golden Fries,Side,9,6.55999994277954,Cash,Home Delivery,1
S000160,2024-03-01,DC Burgers South Hub,Grill,Smoky BBQ Beast,Burger,1,8.69999980926514,Mobile Payment,Home Delivery,3.5
S000161,2024-09-17,DC Burgers South Hub,Prime,Ultimate Double Trouble,Burger,9,10.1899995803833,Digital Wallet,Dine In,4
S000162,2024-05-24,DC Burgers South Hub,Hub,Smoky BBQ Beast,Burger,1,4.94000005722046,Mobile Payment,Home Delivery,3.5
S000163,2024-12-12,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,5,4.78999996185303,Credit Card,Dine In,2
S000164,2024-11-16,DC Burgers Central Grill,Prime,Ultimate Double Trouble,Burger,2,12.460000038147,Cash,Home Delivery,4
S000165,2024-04-11,DC Burgers Central Grill,Grill,Crispy Golden Fries,Side,8,5.92000007629395,Digital Wallet,Dine In,1
S000166,2024-05-06,DC Burgers East Delight,Prime,Smoky BBQ Beast,Burger,10,7.92999982833862,Credit Card,Home Delivery,3.5
S000167,2024-11-24,DC Burgers South Hub,Prime,Classic Cola Fizz,Beverage,5,7.65000009536743,Credit Card,Home Delivery,0.699999988079071
S000168,2024-08-20,DC Burgers Central Grill,Hub,Crispy Golden Fries,Side,3,12.5100002288818,Credit Card,Home Delivery,1
S000169,2024-08-03,DC Burgers North Hub,Hub,Cheesy Loaded Nachos,Side,2,14.1499996185303,Credit Card,Home Delivery,2.5
S000170,2024-03-06,DC Burgers West Prime,Hub,Ocean Fresh Fishwich,Burger,9,6.32000017166138,Mobile Payment,Home Delivery,2.79999995231628
S000171,2024-10-15,DC Burgers South Hub,Hub,Crispy Golden Fries,Side,5,9.21000003814697,Cash,Dine In,1
S000172,2024-12-31,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,7,3.59999990463257,Digital Wallet,Dine In,2.79999995231628
S000173,2024-06-03,DC Burgers North Hub,Grill,Ultimate Double Trouble,Burger,9,9.68000030517578,Mobile Payment,Dine In,4
S000174,2024-10-10,DC Burgers West Prime,Hub,Smoky BBQ Beast,Burger,3,6.42999982833862,Cash,Home Delivery,3.5
S000175,2024-04-08,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,5,13.5699996948242,Credit Card,Home Delivery,2
S000176,2024-03-16,DC Burgers South Hub,Delight,Cheesy Loaded Nachos,Side,10,3.0699999332428,Credit Card,Home Delivery,2.5
S000177,2024-02-21,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,3,11.0299997329712,Credit Card,Dine In,2.79999995231628
S000178,2024-12-10,DC Burgers West Prime,Prime,Ultimate Double Trouble,Burger,6,13.4399995803833,Digital Wallet,Home Delivery,4
S000179,2024-01-11,DC Burgers North Hub,Hub,Crispy Golden Fries,Side,10,9.27999973297119,Digital Wallet,Home Delivery,1
S000180,2024-09-22,DC Burgers East Delight,Prime,Cheesy Loaded Nachos,Side,10,9.09000015258789,Credit Card,Dine In,2.5
S000181,2024-03-05,DC Burgers North Hub,Delight,Cheesy Loaded Nachos,Side,2,5.90000009536743,Digital Wallet,Dine In,2.5
S000182,2024-04-06,DC Burgers East Delight,Prime,Veggie Lover's Delight,Burger,10,9.69999980926514,Cash,Home Delivery,2
S000183,2024-08-22,DC Burgers South Hub,Hub,Smoky BBQ Beast,Burger,5,8.52999973297119,Credit Card,Home Delivery,3.5
S000184,2024-05-15,DC Burgers North Hub,Grill,Smoky BBQ Beast,Burger,6,14.1999998092651,Digital Wallet,Dine In,3.5
S000185,2024-03-23,DC Burgers South Hub,Grill,Zesty Lemonade,Beverage,6,9.53999996185303,Mobile Payment,Dine In,1
S000186,2024-05-10,DC Burgers North Hub,Hub,Veggie Lover's Delight,Burger,7,14.0799999237061,Mobile Payment,Dine In,2
S000187,2024-01-26,DC Burgers East Delight,Grill,Ocean Fresh Fishwich,Burger,2,4.96999979019165,Cash,Home Delivery,2.79999995231628
S000188,2024-01-09,DC Burgers East Delight,Prime,Veggie Lover's Delight,Burger,6,8.21000003814697,Digital Wallet,Home Delivery,2
S000189,2024-10-29,DC Burgers South Hub,Prime,Crispy Golden Fries,Side,7,14.2399997711182,Credit Card,Dine In,1
S000190,2024-08-27,DC Burgers West Prime,Prime,Zesty Lemonade,Beverage,9,10.3800001144409,Credit Card,Dine In,1
S000191,2024-01-03,DC Burgers Central Grill,Delight,Smoky BBQ Beast,Burger,5,11.75,Mobile Payment,Dine In,3.5
S000192,2024-11-30,DC Burgers West Prime,Prime,Zesty Lemonade,Beverage,2,6.1100001335144,Digital Wallet,Dine In,1
S000193,2024-12-06,DC Burgers South Hub,Prime,Spicy Chicken Inferno,Side,10,9.28999996185303,Credit Card,Dine In,3
S000194,2024-11-07,DC Burgers East Delight,Prime,Ocean Fresh Fishwich,Burger,2,6.98999977111816,Mobile Payment,Dine In,2.79999995231628
S000195,2024-06-22,DC Burgers East Delight,Prime,Smoky BBQ Beast,Burger,9,3.9300000667572,Credit Card,Dine In,3.5
S000196,2024-06-12,DC Burgers West Prime,Delight,Ocean Fresh Fishwich,Burger,10,14.9399995803833,Cash,Home Delivery,2.79999995231628
S000197,2024-09-10,DC Burgers East Delight,Prime,Classic Cola Fizz,Beverage,8,4.63000011444092,Mobile Payment,Home Delivery,0.699999988079071
S000198,2024-05-30,DC Burgers East Delight,Prime,Choco-Mint Milkshake,Beverage,8,11.6700000762939,Cash,Home Delivery,1.5
S000199,2024-04-26,DC Burgers Central Grill,Hub,Ultimate Double Trouble,Burger,8,14.4899997711182,Digital Wallet,Home Delivery,4
S000200,2024-06-12,DC Burgers Central Grill,Delight,Choco-Mint Milkshake,Beverage,2,9.60000038146973,Mobile Payment,Dine In,1.5
S000201,2024-01-21,DC Burgers North Hub,Hub,Cheesy Loaded Nachos,Side,6,12.7600002288818,Cash,Dine In,2.5
S000202,2024-05-14,DC Burgers West Prime,Hub,Zesty Lemonade,Beverage,9,10.039999961853,Mobile Payment,Dine In,1
